llh	children_0	children_1	children_2	children_3	children_4	children_5	children_6	children_7
-590.6139526367188	1	3		4;7	5	6		2
-591.1448364257812	1	3		6;4	7		5	2
-589.6063232421875	1	3		6;4	7			2;5
-591.0071411132812	1	3		4;7	6			2;5
-589.7799072265625	6;1	2;3		4	5;7			
-591.1073608398438	6;1	2;4		7	3;5			
-591.311767578125	5;1	2;4;7			3			6
-591.5774536132812	1	4;5;2;7	6		3			
-590.1998291015625	1	5;6;3		4	2;7			
-590.588134765625	1	4;5;7	6		3			2
-591.5352783203125	1	4;2;7	5		3			6
-591.5825805664062	1	4;2;7	5;6		3			
-591.2222290039062	1	4;5;7	6		3	2		
-591.1294555664062	1	4;6;7	5		3			2
-590.1998291015625	1	5;3		6;4	2;7			
-590.6139526367188	1	5;3		4;7	2;6			
-590.9044799804688	1	5;3		4	2;6;7			
-590.1998291015625	1	5;3		4	2;7			6
-590.085693359375	1	5;3;7		4	2;6			
-591.3074340820312	5;1	2;4;7			3	6		
-591.5352783203125	1	4;2;7	5		3	6		
-591.3344116210938	6;1	2;4;7			3			5
-591.0210571289062	1	4;2;7	6		3			5
-590.8528442382812	1	4;7	5;6		3			2
-590.790771484375	1	4;7	6		3	2		5
-590.8526611328125	1	4;7	5		3			2;6
-590.8526611328125	1	4;7	5		3	6		2
-590.6116333007812	1	4;7	6		3			2;5
-589.7142333984375	1	2;3	6	4	5;7			
-591.0416870117188	1	2;4	6	7	3;5			
-591.3821411132812	1	4;7	6	2	3;5			
-589.61865234375	1	3;7	6	4	2;5			
-591.39453125	1	4	5	7	3;6			2
-590.6796264648438	6;1	2;3		4;7	5			
-590.9521484375	6;1	2;3;7		4	5			
-590.6691284179688	1	3;5;6;7		4	2			
-590.6139526367188	1	5;6;3		4;7	2			
-590.085693359375	1	3;5;7		4	2			6
-590.5810546875	1	3;2;7	6	4	5			
-590.085693359375	1	5;3;7		4;6	2			
-591.2568359375	1	5;3		4;6;7	2			
-590.2579345703125	1	6;3		5;4	2;7			
-590.6139526367188	1	5;3		4;7	2			6
-590.0814208984375	1	3;5;7		4	2	6		
-590.0987548828125	1	3;6;7		4	2			5
-589.61865234375	1	3;7	6	4	5			2
-589.6666870117188	1	3;7		4	2	6		5
-591.471435546875	1	3;7		4	2		5	6
-589.6666870117188	1	3;7		4	2			5;6
-590.6139526367188	1	2;3	6	4;7	5			
-591.140380859375	1	4	5;6	2;7	3			
-589.619873046875	1	3;7	6	2;4	5			
-591.104736328125	1	4	5	2;7	3			6
-590.8277587890625	1	4	6	5;7	3	2		
-590.8040161132812	1	4	5	6;7	3			2
-590.1088256835938	1	3;6;7		4;5	2			
-591.5126342773438	1	6;3		4;5;7	2			
-589.6767578125	1	3;7		4;5	2			6
-591.1002807617188	1	4	6	2;5;7	3			
-589.6767578125	1	3;7		4;5;6	2			
-591.1002807617188	1	4		2;5;7	3			6
-591.0772094726562	1	4		2;5;7	3	6		
-590.2514038085938	1	4	6	5;7	3			2
-591.0933227539062	1	4		2;6;7	3			5
-590.590576171875	1	4		2;7	3	6		5
-590.590576171875	1	4		2;7	3			5;6
-589.6767578125	1	3;7		5;4	2;6			
-590.6139526367188	1	5;3		4;7	2	6		
-591.104736328125	1	4	5	2;7	3	6		
-589.6767578125	1	3;7		4;5	2	6		
-591.5581665039062	1	4		2;7	3;5	6		
-591.4783935546875	1	3;7		4;6	2		5	
-590.6777954101562	1	6;3		4;7	2			5
-590.7089233398438	1	4	5;6	7	3			2
-590.590576171875	1	4	6	2;7	3			5
-590.6468505859375	1	4	6	7	3	2		5
-590.708740234375	1	4	5	7	3			2;6
-589.6666870117188	1	3;7		4;6	2			5
-591.4913330078125	1	4		2;7	3;6			5
-590.708740234375	1	4	5	7	3	6		2
-590.4677124023438	1	4	6	7	3			2;5
-590.9833984375	1	6;3		4	2;5;7			
-591.3821411132812	1	4;7	6		3;5			2
-590.0506591796875	1	3;6;7		4	2;5			
-590.6139526367188	1	6;3		4;7	2;5			
-589.61865234375	1	3;7		4	2;5			6
-589.61865234375	1	3;7		4;6	2;5			
-591.0416870117188	1	4	6	7	3;5			2
-589.61865234375	1	3;7		4	2;5;6			
-590.1998291015625	1	5;3		4	2;7	6		
-591.2496337890625	1	4		5;6;7	3	2		
-590.8277587890625	1	4		5;7	3	2		6
-590.7421264648438	1	4		6;7	3	2		5
-590.6468505859375	1	4		7	3	2		5;6
-589.61865234375	1	3;7		4	2;5	6		
-591.3326416015625	1	4		7	3;6	2		5
-591.22412109375	1	4		5;7	3		2	6
-591.5079345703125	1	4		5;7	3	6	2	
-591.4242553710938	1	4		6;7	3		2	5
-591.3624877929688	1	4		7	3	6	2	5
-591.3902587890625	1	4		7	3		2	5;6
-591.471435546875	1	3;7		4	2;6		5	
-590.2478637695312	1	6;3		4	2;7			5
-590.581298828125	1	4		5;6;7	3			2
-590.2514038085938	1	4		5;7	3			2;6
-591.0510864257812	1	4		5;7	3;6			2
-590.2504272460938	1	4		5;7	3	6		2
-590.56298828125	1	4		6;7	3			2;5
-590.4677124023438	1	4		7	3	6		2;5
-590.4677124023438	1	4		7	3			2;5;6
-589.6666870117188	1	3;7		4	2;6			5
-591.2523193359375	1	4		6;7	3;5			2
-591.0416870117188	1	4		7	3;5			2;6
-590.9931640625	1	4		7	3;5	6		2
-591.1535034179688	1	4		7	3;6			2;5
-589.3566284179688	5;1	2;3		4	7	6		
-590.218017578125	5;1	2;4		7	3	6		
-589.7374267578125	1	5;6;3		4	7	2		
-590.5988159179688	1	5;6;4		7	3	2		
-589.7374267578125	1	5;3		6;4	7	2		
-591.2222290039062	1	5;4;7		6	3	2		
-591.0662231445312	1	5;3		4;7	6	2		
-590.1312255859375	1	5;3		4	6;7	2		
-589.7374267578125	1	5;3		4	7	2		6
-590.7841796875	1	5;3;7		4	6	2		
-590.694091796875	1	5;4		6;7	3	2		
-590.5988159179688	1	5;4		7	3	2		6
-591.2846069335938	1	5;4		7	3;6	2		
-589.8473510742188	1	2;3	5	4	7	6		
-590.708740234375	1	2;4	5	7	3	6		
-590.8526611328125	1	4;7	5	2	3	6		
-590.180908203125	1	3;7	5	4	2	6		
-591.4021606445312	1	3;5;6;7		4		2		
-591.0662231445312	1	5;6;3		4;7		2		
-590.7841796875	1	3;5;7		4		2		6
-590.7841796875	1	5;3;7		4;6		2		
-589.7955322265625	1	6;3		5;4	7	2		
-591.0662231445312	1	5;3		4;7		2		6
-590.8277587890625	1	6;4		5;7	3	2		
-590.551025390625	1	3;6;7		4		2		5
-591.2252807617188	1	3;7		4		2;6		5
-590.1190185546875	1	3;7		4		2		5;6
-590.5610961914062	1	3;6;7		4;5		2		
-590.1290893554688	1	3;7		4;5		2		6
-590.1303100585938	1	3;7		4;5;6		2		
-590.7427368164062	1	4;7		5;6	3	2		
-591.01953125	1	4;6;7		5	3	2		
-590.7427368164062	1	4;7		5	3	2		6
-590.1290893554688	1	3;7		5;4	6	2		
-591.2353515625	1	3;7		4;5		2;6		
-591.1300659179688	1	6;3		4;7		2		5
-590.1190185546875	1	3;7		4;6		2		5
-591.2222290039062	1	4;5;7			3	2		6
-590.4014892578125	1	6;3		4	5;7	2		
-591.0675659179688	1	4;6;7			3	2		5
-590.790771484375	1	4;7			3	2		5;6
-590.5029907226562	1	3;6;7		4	5	2		
-591.0662231445312	1	6;3		4;7	5	2		
-590.0709228515625	1	3;7		4	5	2		6
-590.0709228515625	1	3;7		4;6	5	2		
-590.0709228515625	1	3;7		4	5;6	2		
-590.8436889648438	1	5;3		4	7	2;6		
-591.1771850585938	1	3;7		4	5	2;6		
-589.7854614257812	1	6;3		4	7	2		5
-590.6468505859375	1	6;4		7	3	2		5
-590.790771484375	1	4;7		6	3	2		5
-590.1190185546875	1	3;7		4	6	2		5
-591.2073364257812	6;1	2;3		4	7		5	
-590.2578735351562	1	5;6;3		4	7		2	
-591.1192016601562	1	5;6;4		7	3		2	
-590.2578735351562	1	5;3		6;4	7		2	
-591.5608520507812	1	5;4;7		6	3		2	
-591.586669921875	1	5;3		4;7	6		2	
-590.96826171875	1	5;3		4	6;7		2	
-590.2578735351562	1	5;3		4	7		2	6
-591.0584106445312	1	5;3;7		4	6		2	
-591.3761596679688	1	5;4		6;7	3		2	
-591.1192016601562	1	5;4		7	3		2	6
-591.2210693359375	1	2;3	6	4	7		5	
-591.5545654296875	1	3;7	6	4	2		5	
-591.586669921875	1	5;6;3		4;7			2	
-591.0584106445312	1	3;5;7		4			2	6
-591.0584106445312	1	5;3;7		4;6			2	
-590.3159790039062	1	6;3		5;4	7		2	
-591.586669921875	1	5;3		4;7			2	6
-591.22412109375	1	6;4		5;7	3		2	
-591.4398193359375	1	3;5;7		4		6	2	
-591.3985595703125	1	3;6;7		4			2	5
-590.8346557617188	1	3;7		4		6	2	5
-590.8624267578125	1	3;7		4			2	5;6
-591.4086303710938	1	3;6;7		4;5			2	
-590.6495361328125	1	3;7		4;5			2	6
-590.7127685546875	1	3;7		4;5;6			2	
-591.2631225585938	1	4;7		5;6	3		2	
-591.26318359375	1	4;7		5	3		2	6
-590.6495361328125	1	3;7		5;4	6		2	
-590.8447265625	1	3;7		4;5		6	2	
-590.639404296875	1	3;7		4;6			2	5
-591.5608520507812	1	4;5;7			3		2	6
-590.6869506835938	1	6;3		4	5;7		2	
-591.5064086914062	1	4;7			3	6	2	5
-591.5341796875	1	4;7			3		2	5;6
-591.3505249023438	1	3;6;7		4	5		2	
-591.586669921875	1	6;3		4;7	5		2	
-590.5913696289062	1	3;7		4	5		2	6
-590.5913696289062	1	3;7		4;6	5		2	
-590.5913696289062	1	3;7		4	5;6		2	
-590.4530639648438	1	5;3		4	7	6	2	
-591.314453125	1	5;4		7	3	6	2	
-591.4583740234375	1	4;7		5	3	6	2	
-590.78662109375	1	3;7		4	5	6	2	
-590.305908203125	1	6;3		4	7		2	5
-591.1672973632812	1	6;4		7	3		2	5
-591.3112182617188	1	4;7		6	3		2	5
-590.639404296875	1	3;7		4	6		2	5
-589.3988647460938	6;1	2;3		4	7			5
-590.2601928710938	6;1	2;4		7	3			5
-589.2850952148438	1	5;6;3		4	7			2
-590.146484375	1	5;6;4		7	3			2
-589.2850952148438	1	5;3		6;4	7			2
-590.588134765625	1	5;4;7		6	3			2
-590.6139526367188	1	5;3		4;7	6			2
-589.678955078125	1	5;3		4	6;7			2
-589.2850952148438	1	5;3		4	7			2;6
-590.085693359375	1	5;3;7		4	6			2
-590.2418212890625	1	5;4		6;7	3			2
-590.146484375	1	5;4		7	3			2;6
-590.8323364257812	1	5;4		7	3;6			2
-589.3331909179688	1	2;3	6	4	7			5
-590.1945190429688	1	2;4	6	7	3			5
-590.3384399414062	1	4;7	6	2	3			5
-589.6666870117188	1	3;7	6	4	2			5
-590.6691284179688	1	3;5;6;7		4				2
-590.6139526367188	1	5;6;3		4;7				2
-590.085693359375	1	3;5;7		4				2;6
-590.085693359375	1	5;3;7		4;6				2
-591.2568359375	1	5;3		4;6;7				2
-589.34326171875	1	6;3		5;4	7			2
-590.6139526367188	1	5;3		4;7				2;6
-590.2514038085938	1	6;4		5;7	3			2
-590.0814208984375	1	3;5;7		4		6		2
-590.3718872070312	1	3;6;7		4				2;5
-589.9398803710938	1	3;7		4		6		2;5
-591.4651489257812	1	3;7		4			5	2;6
-589.9398803710938	1	3;7		4				2;5;6
-590.1088256835938	1	3;6;7		4;5				2
-591.5126342773438	1	6;3		4;5;7				2
-589.6767578125	1	3;7		4;5				2;6
-589.6767578125	1	3;7		4;5;6				2
-590.2904663085938	1	4;7		5;6	3			2
-590.5672607421875	1	4;6;7		5	3			2
-590.2904663085938	1	4;7		5	3			2;6
-589.6767578125	1	3;7		5;4	6			2
-591.1458740234375	1	4;7		5	3;6			2
-590.6139526367188	1	5;3		4;7		6		2
-589.6767578125	1	3;7		4;5		6		2
-591.4783935546875	1	3;7		4;6			5	2
-591.0071411132812	1	6;3		4;7				2;5
-589.9398803710938	1	3;7		4;6				2;5
-591.0289916992188	1	4;5;6;7			3			2
-590.588134765625	1	4;5;7			3			2;6
-589.7142333984375	1	6;3		4	5;7			2
-591.0416870117188	1	6;4		7	3;5			2
-590.5856323242188	1	4;5;7			3	6		2
-590.888427734375	1	4;6;7			3			2;5
-590.6116333007812	1	4;7			3	6		2;5
-590.6116333007812	1	4;7			3			2;5;6
-590.0506591796875	1	3;6;7		4	5			2
-590.6139526367188	1	6;3		4;7	5			2
-589.61865234375	1	3;7		4	5			2;6
-589.61865234375	1	3;7		4;6	5			2
-591.3821411132812	1	4;7		6	3;5			2
-591.3821411132812	1	4;7			3;5			2;6
-589.61865234375	1	3;7		4	5;6			2
-591.2791748046875	1	4;7			3;5	6		2
-591.4671020507812	1	4;7			3;6			2;5
-589.2850952148438	1	5;3		4	7	6		2
-590.146484375	1	5;4		7	3	6		2
-590.2904663085938	1	4;7		5	3	6		2
-589.61865234375	1	3;7		4	5	6		2
-591.1378784179688	1	6;3		4	7		5	2
-591.471435546875	1	3;7		4	6		5	2
-589.6063232421875	1	6;3		4	7			2;5
-590.4677124023438	1	6;4		7	3			2;5
-590.6116333007812	1	4;7		6	3			2;5
-589.9398803710938	1	3;7		4	6			2;5
-590.3369750976562	2;6;1	3	5	4	7			
-591.1983032226562	2;6;1	4	5	7	3			
-590.0801391601562	2;1	6;3	5	4	7			
-590.9415283203125	2;1	6;4	5	7	3			
-590.0801391601562	2;1	3	5	6;4	7			
-591.3380737304688	2;1	4;7	5	6	3			
-591.408935546875	2;1	3	5	4;7	6			
-590.4739990234375	2;1	3	5	4	6;7			
-590.0801391601562	2;1	3	5	4	7			6
-590.817138671875	2;1	3;7	5	4	6			
-591.0368041992188	2;1	4	5	6;7	3			
-590.9415283203125	2;1	4	5	7	3			6
-589.9130249023438	6;1	2;3	5	4	7			
-590.7744140625	6;1	2;4	5	7	3			
-590.091796875	2;1	3	5;6	4	7			
-590.9531860351562	2;1	4	5;6	7	3			
-589.9331665039062	6;1	3	5	2;4	7			
-591.17041015625	6;1	4	5	2;7	3			
-591.0339965820312	6;1	4;7	5	2	3			
-590.8277587890625	6;1	3	5	4	2;7			
-591.2418212890625	6;1	3	5	4;7	2			
-590.4429931640625	6;1	3;7	5	4	2			
-589.8768310546875	5;1	3	6	4	7	2		
-590.7382202148438	5;1	4	6	7	3	2		
-589.9130249023438	6;1	3	5	4	7			2
-590.7744140625	6;1	4	5	7	3			2
-589.5286865234375	5;6;1	3		2;4	7			
-590.7848510742188	5;6;1	4		2;7	3			
-589.35791015625	5;1	6;3		2;4	7			
-590.6140747070312	5;1	6;4		2;7	3			
-590.6854858398438	5;1	2;3	6	4;7				
-589.9013671875	5;1	3;7	6	2;4				
-589.3666381835938	5;1	3		2;6;4	7			
-590.4852294921875	5;1	4;7		2;6	3			
-589.751708984375	5;1	3		2;4	6;7			
-589.35791015625	5;1	3		2;4	7			6
-590.6854858398438	5;1	3	6	4;7				2
-589.9013671875	5;1	3;7		2;4	6			
-591.1168212890625	5;1	4		2;6;7	3			
-590.6140747070312	5;1	4		2;7	3			6
-591.5148315429688	5;1	4		2;7	3;6			
-591.13916015625	5;2;1	3	6	4;7				
-590.9835205078125	5;1	3;2;7	6	4				
-589.35205078125	6;1	5;3		2;4	7			
-590.6082153320312	6;1	5;4		2;7	3			
-589.900146484375	5;1	3;7	6	4				2
-590.7991333007812	5;2;1	3;7	6	4				
-590.8491821289062	2;1	3;5;7	6	4				
-591.3003540039062	2;6;1	3;7	5	4				
-591.361572265625	2;1	3;6;7	5	4				
-590.8467407226562	2;1	5;3	6	4;7				
-590.817138671875	2;1	3;7	5	4				6
-591.514892578125	6;1	3;2;7	5	4				
-590.8566284179688	2;1	3;7	5;6	4				
-590.5216064453125	5;1	3;7	6	4		2		
-590.4429931640625	6;1	3;7	5	4				2
-590.817138671875	2;1	3;7	5	4		6		
-590.302978515625	2;1	3;7	6	4				5
-591.408935546875	2;1	6;3	5	4;7				
-590.817138671875	2;1	3;7	5	4;6				
-589.5760498046875	2;1	3	6	5;4	7			
-591.408935546875	2;1	3	5	4;7				6
-590.4841918945312	2;1	4	6	5;7	3			
-591.2418212890625	6;1	2;3	5	4;7				
-591.4205932617188	2;1	3	5;6	4;7				
-590.463134765625	6;1	3;7	5	2;4				
-591.2056274414062	5;1	3	6	4;7		2		
-591.2418823242188	6;1	3	5	4;7				2
-589.9680786132812	5;1	3;7		2;4;6				
-589.4886474609375	6;1	3		2;5;4	7			
-591.1659545898438	6;1	4		2;5;7	3			
-590.2965698242188	5;6;1	3;7		2;4				
-590.4021606445312	5;1	3;6;7		2;4				
-589.9013671875	5;1	3;7		2;4				6
-590.4204711914062	6;1	3;5;7		2;4				
-590.3130493164062	2;1	3;7	6	4;5				
-589.9009399414062	5;1	3;7		2;4		6		
-589.9300537109375	6;1	3;7		2;4				5
-590.079345703125	6;1	3;7		2;4;5				
-590.4718017578125	6;1	4;7		2;5	3			
-589.7811279296875	6;1	3		2;4	5;7			
-591.4091186523438	5;1	4;7		2	3;6			
-590.8043823242188	5;6;1	4;7		2	3			
-590.83837890625	5;1	4;6;7		2	3			
-590.4852294921875	5;1	4;7		2	3			6
-590.8475341796875	6;1	4;5;7		2	3			
-590.77587890625	2;1	4;7	6	5	3			
-590.4849853515625	5;1	4;7		2	3	6		
-590.5198364257812	6;1	4;7		2	3			5
-589.8820190429688	6;1	3;7		2;4	5			
-589.3578491210938	5;1	3		2;4	7	6		
-590.614013671875	5;1	4		2;7	3	6		
-591.408935546875	2;1	3	5	4;7		6		
-591.2085571289062	6;1	3		2;4	7		5	
-589.4000854492188	6;1	3		2;4	7			5
-590.65625	6;1	4		2;7	3			5
-590.9105834960938	2;1	3	6	4;7				5
-590.442138671875	5;6;1	3		4	2;7			
-590.2713623046875	5;1	6;3		4	2;7			
-590.2713623046875	5;1	3		6;4	2;7			
-590.6854858398438	5;1	3		4;7	2;6			
-590.9760131835938	5;1	3		4	2;6;7			
-590.2713623046875	5;1	3		4	2;7			6
-589.900146484375	5;1	3;7		4	2;6			
-591.311767578125	5;1	4;2;7	6		3			
-590.2655029296875	6;1	5;3		4	2;7			
-590.4852294921875	5;1	4;7	6		3			2
-591.2471923828125	5;2;1	4;7	6		3			
-591.221923828125	2;1	4;5;7	6		3			
-591.3380737304688	2;1	4;7	5		3			6
-591.367431640625	2;1	4;7	5;6		3			
-591.0709228515625	5;1	4;7	6		3	2		
-591.0339965820312	6;1	4;7	5		3			2
-591.3380737304688	2;1	4;7	5		3	6		
-590.8239135742188	2;1	4;7	6		3			5
-589.947021484375	2;1	3	6	4	5;7			
-591.2744750976562	2;1	4	6	7	3;5			
-590.8562622070312	5;6;1	3		4;7	2			
-590.6854858398438	5;1	6;3		4;7	2			
-589.900146484375	5;1	3;7		4;6	2			
-591.328369140625	5;1	3		4;6;7	2			
-590.3236083984375	6;1	3		5;4	2;7			
-590.6854858398438	5;1	3		4;7	2			6
-590.2953491210938	5;6;1	3;7		4	2			
-590.3990478515625	5;1	3;6;7		4	2			
-590.6796264648438	6;1	5;3		4;7	2			
-589.900146484375	5;1	3;7		4	2			6
-590.416259765625	6;1	3;5;7		4	2			
-590.2548828125	2;1	3;7	6	4	5			
-589.8997192382812	5;1	3;7		4	2	6		
-589.9288330078125	6;1	3;7		4	2			5
-590.8467407226562	2;1	3	6	4;7	5			
-591.5783081054688	6;1	3		4;5;7	2			
-589.9389038085938	6;1	3;7		4;5	2			
-590.6854248046875	5;1	3		4;7	2	6		
-590.7434692382812	6;1	3		4;7	2			5
-591.049072265625	6;1	3		4	2;5;7			
-590.6796264648438	6;1	3		4;7	2;5			
-589.8807373046875	6;1	3;7		4	2;5			
-590.2713623046875	5;1	3		4	2;7	6		
-590.3135375976562	6;1	3		4	2;7			5
-590.0921630859375	5;6;1	3		4	7	2		
-590.9534912109375	5;6;1	4		7	3	2		
-589.8768310546875	5;1	6;3		4	7	2		
-590.7382202148438	5;1	6;4		7	3	2		
-589.8768310546875	5;1	3		6;4	7	2		
-591.0709228515625	5;1	4;7		6	3	2		
-591.2056274414062	5;1	3		4;7	6	2		
-590.2706909179688	5;1	3		4	6;7	2		
-589.8768310546875	5;1	3		4	7	2		6
-590.5216064453125	5;1	3;7		4	6	2		
-590.83349609375	5;1	4		6;7	3	2		
-590.7382202148438	5;1	4		7	3	2		6
-591.4240112304688	5;1	4		7	3;6	2		
-589.8031005859375	6;1	5;3		4	7	2		
-590.6644897460938	6;1	5;4		7	3	2		
-590.0801391601562	2;1	3	5	4	7	6		
-590.9415283203125	2;1	4	5	7	3	6		
-591.4209594726562	5;6;1	3		4;7		2		
-591.2056274414062	5;1	6;3		4;7		2		
-590.5216064453125	5;1	3;7		4;6		2		
-589.8612060546875	6;1	3		5;4	7	2		
-591.2056274414062	5;1	3		4;7		2		6
-590.8934326171875	6;1	4		5;7	3	2		
-590.9591674804688	5;6;1	3;7		4		2		
-591.042236328125	5;1	3;6;7		4		2		
-591.1318969726562	6;1	5;3		4;7		2		
-590.5216064453125	5;1	3;7		4		2		6
-591.1342163085938	6;1	3;5;7		4		2		
-590.381103515625	6;1	3;7		4		2		5
-590.3911743164062	6;1	3;7		4;5		2		
-590.924072265625	6;1	4;7		5	3	2		
-591.1957397460938	6;1	3		4;7		2		5
-590.4671630859375	6;1	3		4	5;7	2		
-591.4398803710938	5;6;1	4;7			3	2		
-591.4528198242188	5;1	4;6;7			3	2		
-591.0709228515625	5;1	4;7			3	2		6
-591.5094604492188	6;1	4;5;7			3	2		
-590.9721069335938	6;1	4;7			3	2		5
-591.1318969726562	6;1	3		4;7	5	2		
-590.3330688476562	6;1	3;7		4	5	2		
-591.0882568359375	5;1	3		4	7	2;6		
-589.8511352539062	6;1	3		4	7	2		5
-590.7125244140625	6;1	4		7	3	2		5
-590.661865234375	5;6;1	3		4	7		2	
-591.523193359375	5;6;1	4		7	3		2	
-590.3294067382812	5;1	6;3		4	7		2	
-591.1907958984375	5;1	6;4		7	3		2	
-590.3294067382812	5;1	3		6;4	7		2	
-591.4580078125	5;1	4;7		6	3		2	
-591.039794921875	5;1	3		4	6;7		2	
-590.3294067382812	5;1	3		4	7		2	6
-590.8728637695312	5;1	3;7		4	6		2	
-591.44775390625	5;1	4		6;7	3		2	
-591.1907958984375	5;1	4		7	3		2	6
-590.4103393554688	6;1	5;3		4	7		2	
-591.2716674804688	6;1	5;4		7	3		2	
-591.453857421875	2;1	3	6	4	7		5	
-590.8728637695312	5;1	3;7		4;6			2	
-590.4684448242188	6;1	3		5;4	7		2	
-591.3765869140625	6;1	4		5;7	3		2	
-591.570068359375	5;6;1	3;7		4			2	
-590.8728637695312	5;1	3;7		4			2	6
-591.1937866210938	5;1	3;7		4		6	2	
-591.1211547851562	6;1	3;7		4			2	5
-591.1312255859375	6;1	3;7		4;5			2	
-590.8394165039062	6;1	3		4	5;7		2	
-591.4580078125	5;1	4;7			3		2	6
-591.0730590820312	6;1	3;7		4	5		2	
-590.572509765625	5;1	3		4	7	6	2	
-591.4338989257812	5;1	4		7	3	6	2	
-590.4583740234375	6;1	3		4	7		2	5
-591.3197631835938	6;1	4		7	3		2	5
-589.5274658203125	5;6;1	3		4	7			2
-590.3887939453125	5;6;1	4		7	3			2
-589.356689453125	5;1	6;3		4	7			2
-590.218017578125	5;1	6;4		7	3			2
-589.356689453125	5;1	3		6;4	7			2
-590.4852294921875	5;1	4;7		6	3			2
-590.6854858398438	5;1	3		4;7	6			2
-589.75048828125	5;1	3		4	6;7			2
-589.356689453125	5;1	3		4	7			2;6
-589.900146484375	5;1	3;7		4	6			2
-590.3133544921875	5;1	4		6;7	3			2
-590.218017578125	5;1	4		7	3			2;6
-590.9038696289062	5;1	4		7	3;6			2
-589.3507690429688	6;1	5;3		4	7			2
-590.212158203125	6;1	5;4		7	3			2
-589.5659790039062	2;1	3	6	4	7			5
-590.4273071289062	2;1	4	6	7	3			5
-590.8562622070312	5;6;1	3		4;7				2
-590.6854858398438	5;1	6;3		4;7				2
-589.900146484375	5;1	3;7		4;6				2
-591.328369140625	5;1	3		4;6;7				2
-589.408935546875	6;1	3		5;4	7			2
-590.6854858398438	5;1	3		4;7				2;6
-590.3170776367188	6;1	4		5;7	3			2
-590.2953491210938	5;6;1	3;7		4				2
-590.3990478515625	5;1	3;6;7		4				2
-590.6796264648438	6;1	5;3		4;7				2
-589.900146484375	5;1	3;7		4				2;6
-590.416259765625	6;1	3;5;7		4				2
-589.8997192382812	5;1	3;7		4		6		2
-590.2019653320312	6;1	3;7		4				2;5
-591.5783081054688	6;1	3		4;5;7				2
-589.9389038085938	6;1	3;7		4;5				2
-590.4718017578125	6;1	4;7		5	3			2
-590.6854248046875	5;1	3		4;7		6		2
-591.0728149414062	6;1	3		4;7				2;5
-589.7799072265625	6;1	3		4	5;7			2
-591.4091186523438	5;1	4;7			3;6			2
-591.1073608398438	6;1	4		7	3;5			2
-590.8043823242188	5;6;1	4;7			3			2
-590.83837890625	5;1	4;6;7			3			2
-590.4852294921875	5;1	4;7			3			2;6
-590.8475341796875	6;1	4;5;7			3			2
-590.4849853515625	5;1	4;7			3	6		2
-590.79296875	6;1	4;7			3			2;5
-590.6796264648438	6;1	3		4;7	5			2
-589.8807373046875	6;1	3;7		4	5			2
-589.3566284179688	5;1	3		4	7	6		2
-590.218017578125	5;1	4		7	3	6		2
-591.2073364257812	6;1	3		4	7		5	2
-589.6719970703125	6;1	3		4	7			2;5
-590.5333862304688	6;1	4		7	3			2;5
